age,income,education,work,car,default
50,11,0,0,0,0
47,40,0,0,1,0
63,77,1,0,0,0
59,29,0,0,0,0
44,18,0,0,0,0
50,70,1,0,0,0
40,12,0,0,0,0
62,8,0,0,0,0
32,15,0,0,0,0
25,25,0,0,0,0
43,26,0,0,0,0
47,20,0,0,0,0
29,25,0,0,1,1
45,60,1,0,0,0
43,25,1,0,0,0
55,45,0,0,0,0
28,40,1,0,0,0
39,70,1,1,1,0
46,18,0,0,0,0
25,75,0,0,1,0
27,25,0,0,0,0
49,35,1,0,1,0
40,25,1,0,1,0
32,30,1,0,0,0
33,70,0,0,0,0
32,22,0,0,1,0
44,60,1,1,0,0
38,15,0,0,0,0
53,17,0,0,0,0
54,35,1,1,1,0
29,13,1,0,1,0
39,50,1,0,1,0
48,40,0,0,0,0
30,50,1,0,1,1
38,25,0,0,0,0
50,45,1,0,0,0
49,20,1,0,0,0
28,130,1,1,1,0
35,25,1,0,0,0
54,30,0,0,0,0
29,20,0,0,0,0
27,38,1,0,0,0
27,40,1,1,1,0
43,20,0,0,1,0
37,40,1,0,1,0
36,12,0,0,0,0
46,27,0,1,0,0
26,50,1,0,0,0
29,10,0,0,0,0
29,20,0,0,0,1
48,120,1,1,1,0
40,25,0,0,0,0
27,40,0,1,0,0
43,25,0,1,1,0
34,12,1,1,0,0
50,10,0,0,0,0
34,25,0,0,0,0
22,20,0,0,1,1
29,7,1,1,0,0
24,35,0,0,0,0
21,20,0,1,0,0
34,8,0,1,0,0
37,17,1,1,0,0
28,80,0,0,0,0
52,35,1,1,0,0
57,10,0,0,0,0
50,20,0,0,0,0
27,30,0,0,1,0
44,14,0,1,0,0
34,16,0,0,0,0
45,14,0,0,0,0
52,25,1,0,0,0
26,30,1,1,1,0
48,37,1,0,0,0
37,39,1,0,0,0
48,60,0,0,1,0
27,23,1,1,0,0
34,25,0,0,1,0
44,40,0,0,1,0
48,16,0,1,0,0
54,45,0,0,0,0
34,35,0,0,1,0
43,45,0,0,0,0
52,40,1,0,0,0
31,25,0,0,1,0
40,35,0,0,1,0
39,26,1,0,1,0
47,49,0,0,0,0
24,18,1,0,1,0
45,27,0,0,1,0
29,50,0,0,0,0
42,50,0,0,0,0
36,100,1,0,0,0
39,35,1,0,0,0
24,15,1,0,0,0
29,45,0,0,0,1
53,45,1,0,0,0
38,90,0,1,1,0
44,60,1,0,0,0
33,20,1,1,0,0
62,27,0,0,0,0
46,20,0,0,0,1
65,22,0,0,0,0
37,25,0,0,0,0
32,10,0,0,0,0
23,20,0,1,0,0
27,35,1,1,0,0
57,30,0,0,0,0
33,40,0,0,1,1
55,60,1,0,0,0
23,17,0,1,0,0
39,50,1,0,1,0
48,22,0,0,0,0
39,35,0,0,0,0
26,90,1,1,1,0
41,55,0,1,1,1
43,86,1,0,1,0
27,25,1,1,0,0
53,60,0,0,1,0
48,21,0,0,0,0
35,140,1,0,0,0
21,41,0,0,0,0
21,20,0,0,0,0
56,35,0,1,1,0
33,18,0,0,0,0
36,60,1,0,1,0
33,60,0,0,1,0
44,12,0,0,0,0
48,40,0,0,0,0
36,25,1,0,0,0
44,43,0,0,0,0
52,25,0,0,1,0
33,45,1,0,0,0
34,12,0,0,0,0
58,25,0,0,0,0
48,20,0,0,0,0
43,10,0,0,1,0
26,40,1,0,1,0
51,22,0,0,0,0
24,37,1,0,0,0
29,20,0,0,1,0
39,20,0,1,0,0
22,25,0,0,0,0
32,60,1,1,0,0
56,8,0,0,0,0
31,6,0,0,0,0
43,18,1,0,0,0
35,140,1,0,1,0
46,50,0,0,1,0
33,19,0,0,1,0
50,54,1,0,0,0
39,35,0,0,0,0
33,80,0,0,0,0
66,12,0,0,0,0
46,25,0,0,0,0
42,115,1,0,0,0
60,25,1,0,0,0
51,26,0,1,0,0
39,34,0,0,1,0
25,50,1,1,0,0
39,65,0,0,1,0
29,45,0,0,1,1
40,26,0,0,1,0
35,80,1,0,0,0
39,45,1,0,0,0
48,26,0,0,0,0
37,30,1,0,1,0
27,75,1,1,0,0
31,40,1,0,0,0
64,9,0,0,0,0
39,30,0,0,1,0
29,32,0,0,0,0
54,30,1,0,0,0
39,22,1,0,0,0
27,15,1,1,0,0
32,16,0,0,0,0
53,15,1,0,0,0
33,60,1,0,1,0
29,50,1,0,0,0
47,45,1,0,1,0
31,50,1,0,1,0
23,20,1,0,0,0
28,80,0,0,1,0
24,22,0,0,1,0
56,11,1,0,0,0
21,25,0,0,0,0
27,45,0,0,0,0
42,80,1,0,0,0
37,40,0,0,0,0
25,25,0,1,1,0
48,29,0,0,0,0
31,50,0,0,0,0
33,40,0,0,0,0
37,15,0,0,0,0
23,29,0,0,0,0
30,20,0,0,0,0
37,70,1,1,1,0
67,11,1,0,0,0
27,10,0,0,1,0
56,20,0,1,0,0
34,17,1,0,0,0
62,7,0,0,1,0
46,35,0,0,1,0
35,20,1,0,1,0
44,40,1,0,1,0
41,30,0,0,0,0
35,15,0,0,0,0
57,20,1,1,1,0
37,15,0,0,0,0
37,70,1,0,0,0
39,25,0,0,0,0
30,20,0,0,0,0
40,100,1,1,0,0
30,60,0,0,1,0
53,50,0,0,0,0
34,50,0,0,1,1
21,30,0,1,0,0
42,25,0,0,0,0
45,15,0,0,0,0
37,100,1,0,0,0
24,20,1,0,0,0
70,22,0,0,0,0
55,30,0,0,0,1
28,13,1,0,0,0
27,40,1,0,0,0
37,20,0,1,0,0
44,20,0,0,0,0
26,23,1,0,1,1
63,17,0,0,0,0
28,25,0,0,0,0
58,25,0,0,1,0
24,15,1,0,0,0
28,30,0,1,1,1
30,50,0,0,1,1
54,18,0,0,0,1
61,30,0,0,0,0
67,11,0,0,0,0
60,9,0,0,0,0
53,35,1,1,0,0
64,50,0,0,1,0
51,19,0,1,0,0
27,40,0,0,1,0
39,13,0,0,0,0
32,40,0,0,1,0
33,18,1,0,1,0
60,95,1,1,1,0
26,55,1,1,1,0
43,30,0,0,0,0
42,20,1,0,0,0
27,35,1,0,0,0
47,45,0,0,1,0
25,45,1,1,0,0
65,40,0,0,1,1
25,33,0,0,0,0
30,52,1,0,1,0
28,40,1,0,0,1
32,90,1,0,1,0
42,65,1,1,1,0
48,40,1,0,0,0
47,50,1,0,1,0
36,10,0,0,0,0
23,50,0,1,0,0
32,40,0,0,1,1
44,35,0,0,0,1
35,30,1,0,0,0
42,10,0,0,1,0
65,7,0,0,1,0
33,30,0,1,0,0
64,15,1,0,0,0
37,25,0,0,0,0
29,37,1,0,0,0
37,23,0,0,0,0
43,20,1,0,0,0
25,40,0,0,0,1
32,30,1,0,0,0
42,30,0,0,0,0
54,18,0,0,0,0
41,25,0,0,0,0
43,80,1,0,1,0
31,12,1,0,0,0
35,5,0,0,0,0
28,40,0,0,1,0
60,11,0,0,0,0
44,17,0,0,1,0
59,16,0,0,0,0
28,25,0,0,0,0
26,46,1,0,0,0
63,20,0,0,0,0
53,25,0,1,0,0
36,25,0,0,0,0
49,30,1,0,1,0
46,11,0,0,1,1
24,40,0,0,1,0
25,15,0,0,0,0
38,10,0,1,0,0
37,18,0,0,0,0
42,27,0,0,1,1
34,50,1,0,1,0
49,31,0,0,0,1
48,20,0,0,0,0
28,45,1,0,1,0
61,30,1,0,0,0
41,18,0,0,1,1
49,35,0,1,0,0
36,35,0,0,0,0
48,50,0,0,0,0
32,25,0,0,1,0
34,25,0,0,0,0
41,35,0,0,0,0
42,14,0,0,0,0
36,100,1,1,0,0
30,30,0,1,1,0
28,23,0,0,0,0
34,51,1,0,1,0
22,25,0,1,0,0
37,30,1,0,0,0
42,20,0,0,0,0
28,20,1,0,1,0
33,180,1,0,1,0
26,40,1,0,1,0
36,25,0,0,1,0
33,33,1,1,0,0
32,60,1,0,1,0
61,80,1,1,1,0
31,50,0,0,1,0
53,35,1,0,0,0
30,39,1,0,0,0
23,150,1,0,0,1
48,15,0,0,0,0
31,32,0,0,0,0
23,30,1,0,1,0
28,51,1,0,1,0
37,40,0,0,0,0
27,120,0,0,0,0
31,30,1,0,1,0
38,36,0,0,0,0
25,26,0,0,0,0
57,30,0,0,0,0
42,25,0,0,0,0
26,40,0,0,0,1
45,17,0,1,0,0
28,35,1,0,1,1
60,29,0,0,0,0
28,50,1,0,0,0
28,50,1,0,0,0
33,15,0,0,0,0
46,50,0,0,1,0
54,20,1,0,0,0
30,70,1,1,1,0
39,23,0,1,1,1
48,45,0,0,0,0
24,9,0,0,0,1
22,21,0,0,0,0
41,50,1,0,0,0
51,55,0,0,1,0
24,45,1,1,0,0
51,150,1,1,1,0
24,35,0,0,0,0
58,10,0,0,0,0
47,50,1,0,0,0
53,45,1,0,0,0
33,12,1,1,0,0
43,50,1,0,1,0
45,20,1,1,0,0
28,45,1,0,1,0
32,20,1,1,0,0
46,50,1,0,1,0
41,50,1,1,1,0
35,12,1,0,0,0
28,24,1,1,0,0
40,40,0,0,0,1
53,20,0,0,0,0
33,30,0,1,1,0
63,11,0,0,0,0
33,28,0,0,0,0
46,12,0,0,0,0
49,16,0,0,0,0
30,73,0,0,1,0
51,60,0,0,1,0
37,32,1,0,0,0
43,35,0,0,0,0
40,18,1,0,0,0
23,35,1,0,1,0
32,10,0,0,0,0
41,55,0,1,1,0
46,18,0,0,0,0
49,12,0,0,0,0
34,25,1,1,0,0
33,17,0,0,0,0
31,70,1,0,0,0
29,60,1,0,0,0
40,50,1,0,1,1
34,22,1,0,0,0
28,70,1,0,0,0
55,15,1,0,0,0
23,20,1,0,0,0
44,25,0,0,1,0
28,15,0,0,0,1
31,30,0,0,1,0
58,17,0,0,0,0
56,15,0,0,0,0
40,27,0,1,0,0
39,70,0,0,1,0
24,35,1,1,0,0
28,68,1,0,1,0
40,23,1,0,0,0
27,35,1,1,0,0
38,37,0,1,1,0
44,600,1,0,1,0
50,40,0,0,0,0
61,14,1,0,0,1
27,27,0,0,1,0
44,130,1,0,1,0
41,45,0,0,0,0
57,200,1,0,0,1
50,17,0,0,0,0
31,18,0,0,0,0
30,50,1,0,0,0
37,45,1,0,1,0
29,53,0,1,0,0
65,12,0,0,1,0
34,40,1,0,1,0
38,8,0,0,0,0
28,21,1,0,0,0
37,13,0,0,0,0
67,40,0,1,0,0
53,25,0,0,0,0
61,37,0,0,0,0
39,20,1,1,1,0
56,30,0,0,0,0
51,12,0,0,0,0
23,57,1,0,0,0
56,18,0,0,0,0
45,50,0,0,0,1
27,85,0,0,0,0
52,80,1,0,1,0
45,100,0,0,1,0
27,30,1,1,0,0
61,7,0,0,0,0
32,14,0,1,0,0
43,30,1,0,1,0
30,50,0,0,1,0
27,40,1,0,0,0
40,12,0,0,0,0
36,15,0,0,0,0
33,17,0,0,0,0
26,40,1,1,0,0
31,40,0,0,0,1
31,30,0,0,0,1
31,83,1,0,0,0
58,30,0,1,0,0
58,41,0,0,1,0
31,40,0,0,0,0
45,7,1,0,0,0
42,18,0,0,0,1
39,5,0,1,0,0
29,10,1,0,0,0
52,20,0,1,0,1
44,40,1,0,0,0
48,30,0,0,0,1
25,25,1,0,1,0
32,60,1,0,1,0
39,40,0,0,0,0
31,20,0,0,1,0
60,20,0,0,0,0
46,25,1,0,1,0
53,22,0,0,0,0
25,45,1,0,0,1
42,30,0,0,0,1
35,25,0,0,0,0
25,35,1,0,0,0
31,20,0,1,0,1
28,25,0,0,0,1
61,11,0,0,0,0
62,30,0,0,0,0
36,40,0,0,0,0
36,40,1,0,0,0
37,70,1,1,1,0
28,185,1,0,1,0
22,17,0,0,0,0
33,8,0,0,0,0
55,25,0,0,0,0
30,21,0,0,0,0
32,25,0,0,0,0
56,5,0,0,0,0
30,15,0,0,0,1
41,130,1,0,1,0
32,25,0,0,0,0
35,27,0,0,0,0
31,40,0,0,0,0
35,100,1,0,0,0
24,35,1,0,1,0
24,40,0,0,0,1
50,45,0,0,1,0
54,12,0,1,0,0
37,20,0,0,0,0
46,35,0,0,0,0
44,22,0,0,0,1
35,25,1,0,0,0
54,40,1,0,1,0
28,60,0,0,0,0
36,45,1,1,0,0
44,20,0,0,0,0
32,16,0,0,1,0
27,16,0,0,0,0
37,26,1,1,0,0
34,100,1,0,0,0
56,13,0,0,0,1
61,16,1,0,0,0
34,100,1,0,0,0
43,100,0,0,1,0
28,70,1,0,0,0
40,38,0,0,0,0
51,50,0,0,1,0
64,11,0,0,0,0
36,70,1,0,1,0
24,40,0,0,0,0
25,10,0,0,0,0
64,50,1,0,0,0
31,35,1,0,0,0
67,13,1,0,0,0
42,65,1,0,1,0
53,120,0,0,1,0
22,30,0,0,1,0
38,21,0,0,0,1
29,58,0,0,1,0
47,30,0,0,1,0
25,60,1,0,1,0
39,45,0,0,0,0
66,12,0,0,0,1
65,10,0,0,1,0
45,13,0,1,0,0
55,70,0,0,0,0
31,35,1,0,1,1
63,30,1,0,0,0
48,20,1,0,0,0
26,12,1,0,0,0
46,15,0,0,0,0
59,72,1,0,0,0
46,15,0,1,0,0
67,22,0,0,0,0
64,20,0,1,0,0
31,70,1,0,1,0
32,20,1,0,1,0
49,30,0,0,1,0
34,40,1,0,0,0
25,30,1,0,0,0
25,45,0,0,0,1
65,11,0,0,0,0
56,9,0,0,0,0
55,50,0,0,0,0
28,65,0,0,1,0
50,12,0,0,0,0
55,40,0,0,0,0
50,20,0,0,0,0
35,82,1,0,0,0
36,125,1,1,1,0
58,25,0,0,0,0
64,11,0,0,0,0
31,30,1,0,1,0
39,20,1,1,1,0
30,50,1,0,1,0
28,75,1,0,1,0
26,23,0,0,1,0
30,10,0,0,0,0
37,65,1,0,1,0
44,34,1,1,1,0
36,30,0,0,0,0
30,30,0,1,0,0
58,13,0,0,0,0
52,30,0,0,0,1
58,15,0,0,0,0
31,110,0,1,1,0
24,30,0,0,1,1
36,50,0,0,1,0
27,30,0,0,1,0
25,25,0,0,0,1
23,30,0,0,1,0
49,150,0,0,1,0
38,25,0,0,0,0
46,41,1,1,1,0
45,38,0,0,0,0
31,60,1,0,0,0
30,27,0,0,0,0
44,40,0,0,0,0
33,15,0,0,0,0
58,19,0,0,0,1
60,6,0,0,0,0
39,60,1,1,0,0
44,68,1,0,0,1
42,49,1,0,0,0
59,12,0,0,0,1
31,80,1,0,1,0
22,27,0,0,1,0
58,35,0,0,1,0
31,35,0,0,0,1
42,45,1,0,0,0
29,30,0,1,0,1
39,15,0,1,0,0
50,28,0,0,0,0
27,30,0,0,1,0
52,20,0,0,0,0
56,13,0,0,0,0
43,18,0,0,0,0
36,18,1,1,0,1
31,30,0,0,0,0
24,46,0,0,1,0
49,30,0,0,1,0
26,25,0,0,0,1
28,20,0,0,1,0
48,30,0,0,0,0
39,80,1,0,1,0
32,58,0,0,1,1
54,32,0,0,0,0
34,12,0,0,0,0
29,37,0,0,1,0
41,115,1,0,0,0
39,15,1,0,0,0
39,20,1,1,1,0
52,40,1,1,1,0
26,17,0,0,0,0
42,95,1,0,1,0
31,20,0,0,0,1
43,27,0,0,0,1
57,10,0,0,0,0
29,100,1,0,0,0
34,30,1,0,1,0
35,70,0,0,1,0
28,27,0,0,1,0
26,11,0,0,0,0
40,50,1,0,0,0
39,25,0,0,0,0
26,40,1,1,0,0
40,30,0,0,0,0
59,30,0,0,0,0
26,24,1,1,0,0
58,20,0,0,0,0
29,39,0,0,1,0
61,400,1,0,0,0
43,50,0,0,0,0
29,100,1,0,1,0
44,80,1,0,1,0
48,35,0,0,1,0
47,25,1,0,1,0
48,10,0,0,0,0
33,30,1,1,0,0
35,100,1,0,1,0
24,12,0,0,0,0
57,150,0,0,0,0
57,30,0,0,0,0
49,90,1,0,1,0
42,45,0,0,0,0
37,70,1,0,0,0
27,18,0,0,0,0
40,35,0,0,0,0
22,25,0,0,0,0
37,25,1,1,0,0
26,20,0,0,0,1
29,16,0,0,0,0
50,100,1,0,1,0
59,10,1,0,0,1
37,20,0,0,0,0
33,19,1,0,0,0
41,60,1,1,0,0
37,10,0,0,0,0
29,25,0,0,1,0
26,35,0,0,0,0
44,7,0,0,0,0
34,30,0,0,0,0
43,45,0,0,1,0
34,200,1,0,1,0
37,25,0,0,0,0
48,150,0,0,1,0
55,15,0,0,0,0
52,14,0,0,0,0
28,35,1,0,1,1
47,80,1,0,0,1
37,30,0,0,0,0
40,40,0,0,0,0
33,150,1,0,1,0
34,33,0,0,1,0
61,30,0,0,1,0
44,12,0,1,0,0
57,23,0,0,0,0
25,35,0,0,0,0
44,180,1,0,1,0
47,25,0,0,0,0
56,15,0,0,0,0
56,8,0,0,0,0
58,12,1,0,0,1
30,35,1,0,0,0
21,40,0,0,0,0
35,70,0,0,1,0
47,30,1,0,0,0
28,95,0,0,1,0
43,20,0,0,0,0
27,35,1,0,0,0
49,100,1,0,0,0
32,50,1,0,1,0
36,27,0,0,0,0
28,120,1,1,0,0
40,24,0,0,0,0
36,50,1,0,1,0
23,90,0,0,0,0
36,120,1,0,1,0
31,80,0,0,0,0
26,24,0,0,0,1
33,9,0,0,0,0
39,40,1,0,0,0
26,47,1,1,0,0
46,22,1,1,0,1
37,40,1,0,0,0
43,55,1,0,1,0
28,35,1,0,0,0
32,125,1,0,1,0
53,20,0,0,0,0
50,20,0,0,1,1
29,22,0,0,1,0
45,20,0,0,0,0
41,30,1,1,0,0
28,35,0,0,0,0
27,25,0,0,0,0
62,15,0,0,0,0
26,80,1,0,0,0
50,90,0,0,1,0
32,35,0,0,0,0
32,45,0,0,0,0
37,32,0,0,1,0
26,40,1,1,1,0
30,28,0,0,1,0
38,60,1,0,0,0
54,43,0,0,0,0
28,200,0,0,0,0
31,25,0,0,0,0
28,14,0,1,0,0
31,30,0,0,0,0
39,23,0,0,0,0
40,100,1,0,1,0
44,10,1,1,0,0
41,23,0,0,0,0
40,20,1,0,1,0
40,45,0,1,0,0
36,30,1,0,0,0
52,50,1,0,0,0
32,13,0,0,1,0
32,42,0,0,0,0
26,30,1,1,1,0
26,24,1,0,0,0
29,70,1,0,1,0
32,30,0,0,1,0
22,26,1,0,1,0
31,40,1,1,1,0
27,35,0,1,0,0
61,22,1,1,1,0
37,15,1,0,0,0
40,28,0,0,0,0
33,60,1,1,1,0
55,25,1,0,0,0
42,40,0,0,0,1
64,62,1,1,0,0
38,27,0,0,1,0
33,90,1,0,1,0
63,12,0,0,0,0
32,20,0,0,0,0
60,13,0,0,0,1
26,25,1,0,0,0
42,30,0,0,0,1
39,23,0,1,0,1
25,15,1,1,0,0
26,25,0,0,0,0
26,30,0,0,0,1
49,30,0,0,0,0
31,13,0,0,0,0
41,24,0,0,1,0
27,70,1,0,1,0
43,35,0,0,1,0
34,30,1,0,1,0
32,50,0,0,0,0
33,40,0,0,0,0
32,30,0,0,0,0
34,95,1,0,1,0
64,25,0,0,0,0
41,80,0,0,0,0
28,45,1,0,0,0
28,30,0,0,0,0
59,18,1,0,0,0
46,40,0,0,1,0
28,150,1,0,1,0
45,80,1,0,0,1
61,30,0,0,0,0
51,35,0,0,0,0
40,30,1,0,0,0
43,22,0,0,0,0
41,150,1,0,0,0
32,28,1,1,0,0
25,30,0,0,0,0
50,15,0,0,0,0
23,16,0,0,0,0
57,101,1,0,0,0
27,15,1,0,0,0
37,150,0,0,1,0
27,50,1,0,0,0
38,33,0,0,1,0
43,30,0,0,1,0
39,50,1,0,1,0
29,120,0,0,1,0
30,50,0,0,0,0
35,30,0,0,1,0
33,80,1,0,1,0
58,29,0,0,0,0
54,25,0,0,0,0
62,62,1,0,0,0
49,300,0,0,1,0
24,20,1,0,0,0
48,33,1,0,0,0
62,18,0,0,0,0
29,28,0,0,0,0
50,20,1,0,1,0
29,32,0,0,1,0
30,50,1,1,0,0
23,53,1,1,0,0
40,30,0,0,1,0
34,31,0,0,0,0
34,15,1,1,1,0
53,61,1,1,0,0
53,26,0,0,0,0
29,80,1,0,1,0
34,70,1,1,0,0
27,25,0,0,0,0
25,15,1,1,0,0
27,15,0,0,0,0
25,12,1,0,0,0
31,40,0,0,0,0
34,20,1,0,0,0
54,35,0,1,0,0
44,8,0,0,0,1
42,50,1,1,1,0
45,17,1,0,0,1
37,60,1,0,1,0
57,15,1,0,0,0
30,17,0,0,0,1
60,60,0,0,1,0
58,13,1,0,0,0
47,150,0,0,0,0
36,19,0,0,0,0
32,27,0,0,0,0
21,30,0,0,0,0
38,20,1,0,0,0
25,140,1,1,0,0
49,30,1,0,0,0
57,20,0,0,0,0
31,55,0,0,1,0
24,70,1,0,0,0
45,20,0,0,0,0
27,40,1,0,0,0
53,19,0,0,0,0
33,30,1,0,1,0
38,40,0,0,0,0
46,20,0,1,1,0
46,12,0,0,0,0
46,84,1,0,1,0
30,15,0,0,0,0
26,50,0,0,0,0
33,137,1,0,1,0
31,60,1,0,0,0
65,25,1,0,0,0
50,18,0,0,1,0
35,50,0,0,1,0
55,20,0,1,0,0
56,30,0,1,0,0
32,40,1,0,0,0
59,10,0,0,0,0
25,40,1,1,1,0
39,20,0,1,0,0
23,25,0,0,0,0
57,11,0,0,0,0
46,30,0,0,0,0
52,100,1,0,0,0
36,12,0,0,0,0
43,30,1,1,0,0
27,24,0,1,0,0
58,6,0,0,0,0
48,75,0,0,0,0
40,25,0,0,0,0
29,30,1,0,0,0
29,60,1,0,0,0
56,30,0,0,0,0
32,42,0,0,1,0
27,25,0,0,0,1
59,60,1,0,1,0
25,50,0,1,1,1
26,25,0,0,0,1
40,125,1,0,1,0
37,50,1,0,0,0
36,28,1,0,0,0
32,60,1,0,1,1
59,30,1,0,0,0
23,30,0,0,0,0
45,120,1,0,1,0
33,50,1,0,1,0
46,30,0,0,0,0
33,18,0,0,1,0
25,20,1,1,0,0
41,25,1,0,1,0
48,35,0,0,1,0
33,50,1,0,1,0
31,90,1,0,0,0
45,45,1,1,0,0
30,40,1,0,0,0
32,50,0,0,1,1
35,100,1,0,1,0
27,50,1,0,0,0
34,27,0,1,1,0
52,32,1,1,0,0
36,25,0,0,0,0
22,35,0,0,1,0
43,34,0,0,1,0
41,30,0,0,0,1
58,75,1,0,0,0
34,11,1,0,0,0
47,14,0,0,0,0
44,25,0,0,0,0
32,15,0,0,1,1
28,95,1,0,1,0
24,130,1,0,0,0
32,23,1,0,1,0
62,30,0,0,0,0
58,23,1,1,0,0
42,30,0,1,0,0
32,55,0,0,1,0
42,30,0,0,0,0
51,7,0,1,0,0
52,95,1,0,1,0
54,20,1,1,0,0
26,60,1,0,1,0
24,35,0,0,1,0
35,25,1,0,1,0
26,12,0,0,0,0
33,12,0,1,0,0
45,30,0,0,1,0
43,30,0,0,0,0
28,13,0,1,1,0
29,50,0,0,0,0
37,25,0,0,0,0
40,100,0,0,0,0
53,30,0,1,0,0
46,38,0,0,0,0
40,95,1,1,0,0
57,12,0,0,0,0
51,25,0,0,0,0
52,16,0,0,0,0
35,50,1,0,0,0
25,10,0,0,0,0
66,70,1,0,0,0
55,25,0,0,1,0
31,25,1,0,1,0
64,12,0,0,0,1
31,30,0,1,0,0
58,20,0,1,0,0
53,30,0,0,0,0
37,5,0,0,0,0
38,30,0,0,0,0
31,40,1,0,0,0
62,11,0,0,0,0
42,100,1,1,0,0
28,45,0,1,0,0
59,25,0,0,0,0
59,46,1,1,1,0
54,86,0,0,0,0
50,10,0,0,0,0
57,20,1,0,0,0
39,33,0,0,1,0
41,17,1,0,0,0
44,17,0,0,0,0
45,23,0,0,0,0
55,30,1,1,0,0
49,25,0,0,0,0
55,22,0,0,0,0
48,14,0,0,0,0
39,25,1,1,0,0
36,45,1,1,0,0
47,58,0,0,0,0
30,40,1,0,1,0
34,30,0,0,0,0
30,62,1,0,1,0
42,12,0,0,1,0
53,20,0,0,0,0
31,18,1,0,0,1
59,150,1,0,1,0
31,20,1,0,0,0
42,9,0,1,1,0
31,30,0,1,0,0
47,17,0,0,0,0
27,25,0,0,0,0
65,160,1,0,1,0
40,80,1,0,0,0
29,40,1,1,0,0
63,10,0,0,0,0
67,11,0,0,0,0
53,85,1,0,0,0
48,70,0,0,0,0
67,30,0,0,1,0
26,40,1,1,0,0
34,40,0,0,1,0
40,16,0,0,0,0
29,30,0,0,0,0
31,25,1,0,1,0
35,17,0,0,0,0
25,30,0,0,1,1
56,10,0,0,0,0
45,35,0,1,1,1
56,15,1,0,0,0
33,500,1,1,1,0
39,20,0,0,0,0
27,50,1,0,1,0
27,40,0,0,0,0
21,50,0,0,0,0
58,33,0,0,0,0
37,11,0,0,0,0
31,70,1,0,1,0
24,18,0,0,1,0
28,25,0,0,1,0
23,41,1,0,0,0
31,50,1,0,1,0
30,32,1,0,1,0
43,40,0,0,0,0
41,19,0,0,0,0
40,26,1,1,0,0
47,70,1,0,0,0
41,33,0,0,1,0
29,65,1,0,0,0
41,25,0,1,0,0
40,55,0,0,0,1
37,60,0,0,0,0
30,35,1,0,0,0
59,30,0,0,0,0
32,18,0,0,0,0
60,10,0,0,0,0
36,17,0,0,1,1
41,17,0,0,0,0
36,40,1,0,1,0
34,5,1,0,0,1
66,17,0,0,0,0
22,5,0,0,0,0
26,40,1,0,1,0
39,16,0,0,1,0
31,25,0,0,1,0
25,30,0,0,0,0
21,30,0,1,0,0
30,20,0,0,1,1
28,170,1,1,1,0
30,30,1,0,1,0
52,35,1,0,0,0
53,13,0,0,0,0
45,55,1,1,0,0
42,30,0,0,1,0
26,70,1,0,0,0
30,30,1,0,1,0
35,20,0,0,0,0
29,130,1,0,1,0
39,18,0,0,0,0
64,13,0,0,0,0
55,18,0,0,0,0
26,28,1,1,0,0
40,18,0,0,0,1
52,70,0,0,0,0
27,20,0,0,0,0
48,30,1,1,0,0
63,9,0,0,1,0
23,25,0,1,0,0
22,50,0,1,0,0
52,24,1,0,0,0
37,25,0,0,1,0
47,35,0,0,1,0
45,29,0,0,0,0
45,13,0,1,0,0
32,32,0,0,0,0
28,55,1,1,0,0
31,30,1,0,0,1
29,20,0,0,0,0
53,30,1,0,0,1
36,15,0,1,0,0
30,30,0,0,1,1
59,21,0,0,0,0
52,35,1,0,0,0
37,20,0,0,1,0
41,22,0,1,0,0
52,5,0,0,1,0
55,5,0,0,0,0
33,130,1,0,1,0
27,30,1,0,1,0
44,60,0,0,1,0
30,70,0,0,1,0
31,40,0,0,0,0
33,20,1,1,0,0
39,40,1,0,1,0
46,23,0,1,0,0
46,12,0,0,0,0
52,15,1,1,0,0
40,30,1,1,1,0
22,25,1,1,0,0
53,225,1,0,1,0
36,90,1,0,1,0
25,25,1,0,0,0
31,16,0,0,1,0
52,17,0,0,0,0
29,30,1,0,0,0
27,17,0,1,1,0
37,17,1,1,1,0
27,60,1,1,0,0
37,80,1,0,0,0
49,28,0,0,1,0
24,40,0,0,1,0
45,150,1,0,1,0
42,35,0,0,0,0
49,130,1,1,0,0
42,25,0,0,0,0
25,25,0,0,0,0
38,50,1,0,0,0
23,30,0,0,0,0
25,45,1,1,0,0
44,25,0,0,0,0
34,80,1,0,1,0
55,50,1,0,0,0
60,14,1,1,1,0
55,100,1,0,1,0
60,43,1,0,1,0
24,80,1,0,0,0
59,13,0,0,0,0
40,25,1,0,0,0
29,50,1,1,0,0
45,55,1,1,1,0
66,25,1,0,1,0
43,70,0,0,0,0
32,30,0,0,0,0
29,60,1,0,0,0
33,26,1,1,0,0
49,100,1,0,1,0
24,43,1,0,1,0
36,70,0,0,0,1
40,30,0,0,1,0
49,25,1,0,1,0
34,50,0,1,1,0
32,73,1,0,0,1
34,40,0,0,0,0
34,160,1,1,1,0
24,65,1,0,1,0
35,25,1,0,1,0
27,39,1,0,1,0
38,45,0,0,0,0
39,23,0,0,1,1
61,60,1,0,1,0
57,42,1,1,0,0
26,25,0,0,0,1
39,27,0,0,0,0
35,35,0,0,1,1
49,50,1,0,0,0
42,90,1,0,0,0
48,25,1,1,0,0
32,50,1,0,1,0
30,60,1,0,0,0
61,10,1,0,0,0
54,30,1,0,1,0
45,46,1,0,1,0
46,40,1,0,0,0
